min_timestamp,tag_grouping,opportunity_uuid,message,direction,application_date_c,bgc_conversion_7d,full_conversion,task_row_count,total_task_count,bucket
2025-02-27 19:32:14.000000 UTC,AnD AI,0239c228-8d5a-4b87-936c-2ce330fa43e0,Day job. Hoping to run on weekends,Inbound,2025-02-18,False,,1,3,TSI-WN-001
2025-02-27 19:32:14.000000 UTC,AnD AI,0239c228-8d5a-4b87-936c-2ce330fa43e0,"Hey James, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-02-18,False,,2,3,TSI-WN-001
2025-02-27 19:32:14.000000 UTC,AnD AI,0239c228-8d5a-4b87-936c-2ce330fa43e0,"That sounds like a solid plan, James! Many drivers find that weekends are the perfect time to dash and earn some extra cash alongside their day jobs. It's super flexible, so you can work as much or as little as you want. If you have any questions about getting started or need tips for your first dash, just let me know! I'm here to help! .",Outbound,2025-02-18,False,,3,3,TSI-WN-001
2025-06-06 16:30:16.000000 UTC,AnD AI,028a9844-8583-4022-8b53-5a520885dd30,If I can I might,Inbound,2025-06-01,True,True,1,7,TSI-WN-001
2025-06-06 16:30:16.000000 UTC,AnD AI,028a9844-8583-4022-8b53-5a520885dd30,"Perfect! Pro Tips: Busiest times are 11-2 & 5-9, schedules are released at 12am, Red Areas=Dash Now & dashing by top national chains should help you receive more orders! the weekends are usually better for orders so if you get a chance tonight, let me know how it goes! .",Outbound,2025-06-01,True,True,2,7,TSI-WN-001
2025-06-06 16:30:16.000000 UTC,AnD AI,028a9844-8583-4022-8b53-5a520885dd30,"I work directly with DoorDash to help Dashers like you get started and make sure that the first few deliveries go as smoothly as possible! I totally get that time is tight. When you do have a free moment, even 30 minutes could be a great way to earn some quick cash and see how it feels. What does your schedule look like this week? .",Outbound,2025-06-01,True,True,3,7,TSI-WN-001
2025-06-06 16:30:16.000000 UTC,AnD AI,028a9844-8583-4022-8b53-5a520885dd30,"Hey Nolan, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-06-01,True,True,4,7,TSI-WN-001
2025-06-06 16:30:16.000000 UTC,AnD AI,028a9844-8583-4022-8b53-5a520885dd30,Who are you with DoorDash? And I just haven't had time yet,Inbound,2025-06-01,True,True,5,7,TSI-WN-001
2025-06-06 16:30:16.000000 UTC,AnD AI,028a9844-8583-4022-8b53-5a520885dd30,"That's awesome! Weekends are perfect for getting back into the swing of things. Since you're thinking about it, why not give it a shot today and get those first deliveries under your belt?",Outbound,2025-06-01,True,True,6,7,TSI-WN-001
2025-06-06 16:30:16.000000 UTC,AnD AI,028a9844-8583-4022-8b53-5a520885dd30,"I thought about going soon, might be able to try it this weekend",Inbound,2025-06-01,True,True,7,7,TSI-WN-001
2025-05-13 18:28:13.000000 UTC,AnD AI,04d3e155-6d68-4bf0-a11b-950ac1278d5c,Hi Marcos! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,Outbound,2025-05-04,False,,1,3,TSI-WN-001
2025-05-13 18:28:13.000000 UTC,AnD AI,04d3e155-6d68-4bf0-a11b-950ac1278d5c,"Hey Marcos, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-05-04,False,,2,3,TSI-WN-001
2025-05-13 18:28:13.000000 UTC,AnD AI,04d3e155-6d68-4bf0-a11b-950ac1278d5c,"Hi Marcos, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Outbound,2025-05-04,False,,3,3,TSI-WN-001
2025-04-21 16:25:20.000000 UTC,AnD AI,0928267f-1483-4e50-8a30-90a3c1858d3d,"Hey Ronica, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-04-13,True,,1,3,TSI-WN-001
2025-04-21 16:25:20.000000 UTC,AnD AI,0928267f-1483-4e50-8a30-90a3c1858d3d,Hi Ronica! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,Outbound,2025-04-13,True,,2,3,TSI-WN-001
2025-04-21 16:25:20.000000 UTC,AnD AI,0928267f-1483-4e50-8a30-90a3c1858d3d,"Hi Ronica, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Outbound,2025-04-13,True,,3,3,TSI-WN-001
2025-04-28 16:38:18.000000 UTC,AnD AI,0b0ad277-31ff-4ba8-88b3-2f47408af5aa,"Hi Jarred! It's awesome that you're thinking ahead. Starting early can really set you up for success by giving you a head start on learning the app and getting comfortable with deliveries. Plus, you can start earning right away! Do you have a moment today to try out a quick delivery and see how it goes?",Outbound,2025-04-21,True,True,1,3,TSI-WN-001
2025-04-28 16:38:18.000000 UTC,AnD AI,0b0ad277-31ff-4ba8-88b3-2f47408af5aa,"Hey Jarred, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-04-21,True,True,2,3,TSI-WN-001
2025-04-28 16:38:18.000000 UTC,AnD AI,0b0ad277-31ff-4ba8-88b3-2f47408af5aa,"Hey Alex, thanks for reaching out.  I plan on starting tomorrow.  I signed up last week just to get it done since I wasn't sure how long the signup to take",Inbound,2025-04-21,True,True,3,3,TSI-WN-001
2025-03-14 16:32:35.000000 UTC,AnD AI,0b25b1a0-c89e-4ce7-ac4e-83454f8dedc6,Hi Gerson! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,Outbound,2025-03-06,False,,1,3,TSI-WN-001
2025-03-14 16:32:35.000000 UTC,AnD AI,0b25b1a0-c89e-4ce7-ac4e-83454f8dedc6,"Hey Gerson, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-03-06,False,,2,3,TSI-WN-001
2025-03-14 16:32:35.000000 UTC,AnD AI,0b25b1a0-c89e-4ce7-ac4e-83454f8dedc6,"Hi Gerson, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Outbound,2025-03-06,False,,3,3,TSI-WN-001
2025-05-20 18:31:58.000000 UTC,AnD AI,0e6bbf4d-6ffa-44cb-88a6-7dd5696dec41,"Great to hear your vehicle is ready! If you need any tips or have questions before you start tonight, check out this helpful guide: https://help.doordash.com/dashers/s/article/New-Dasher-Roadmap. You've got this, and I'm here if you need anything else!",Outbound,2025-05-12,False,False,1,3,TSI-WN-001
2025-05-20 18:31:58.000000 UTC,AnD AI,0e6bbf4d-6ffa-44cb-88a6-7dd5696dec41,I'll be ready tonight my vehicle was getting serviced,Inbound,2025-05-12,False,False,2,3,TSI-WN-001
2025-05-20 18:31:58.000000 UTC,AnD AI,0e6bbf4d-6ffa-44cb-88a6-7dd5696dec41,"Hey Jason, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-05-12,False,False,3,3,TSI-WN-001
2025-05-06 18:33:06.000000 UTC,AnD AI,0f484283-4810-4dc3-85e8-57200244641a,Hi Yousuf! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,Outbound,2025-04-28,True,True,1,3,TSI-WN-001
2025-05-06 18:33:06.000000 UTC,AnD AI,0f484283-4810-4dc3-85e8-57200244641a,"Hey Yousuf, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-04-28,True,True,2,3,TSI-WN-001
2025-05-06 18:33:06.000000 UTC,AnD AI,0f484283-4810-4dc3-85e8-57200244641a,"Hi Yousuf, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Outbound,2025-04-28,True,True,3,3,TSI-WN-001
2025-06-03 18:40:48.000000 UTC,AnD AI,109b9fc3-362b-4766-8416-782ff49a98d2,It went well and got three done in under and hour.,Inbound,2025-05-23,False,True,1,7,TSI-WN-001
2025-06-03 18:40:48.000000 UTC,AnD AI,109b9fc3-362b-4766-8416-782ff49a98d2,That's fantastic - 3 deliveries in under an hour is solid! You're off to a great start. Need any tips for your next dash?,Outbound,2025-05-23,False,True,2,7,TSI-WN-001
2025-06-03 18:40:48.000000 UTC,AnD AI,109b9fc3-362b-4766-8416-782ff49a98d2,An*,Inbound,2025-05-23,False,True,3,7,TSI-WN-001
2025-06-03 18:40:48.000000 UTC,AnD AI,109b9fc3-362b-4766-8416-782ff49a98d2,I did some today,Inbound,2025-05-23,False,True,4,7,TSI-WN-001
2025-06-03 18:40:48.000000 UTC,AnD AI,109b9fc3-362b-4766-8416-782ff49a98d2,That's awesome! Congratulations on getting out there today. How did it go for you?,Outbound,2025-05-23,False,True,5,7,TSI-WN-001
2025-06-03 18:40:48.000000 UTC,AnD AI,109b9fc3-362b-4766-8416-782ff49a98d2,"Hey Natalie, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-05-23,False,True,6,7,TSI-WN-001
2025-06-03 18:40:48.000000 UTC,AnD AI,109b9fc3-362b-4766-8416-782ff49a98d2,For now I am good but thank you,Inbound,2025-05-23,False,True,7,7,TSI-WN-001
2025-04-07 16:33:37.000000 UTC,AnD AI,10f04a0b-ce90-4a13-8e78-d68a9e6d759c,"Hey Osyulimar, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-04-02,True,True,1,6,TSI-WN-001
2025-04-07 16:33:37.000000 UTC,AnD AI,10f04a0b-ce90-4a13-8e78-d68a9e6d759c,,Inbound,2025-04-02,True,True,2,6,TSI-WN-001
2025-04-07 16:33:37.000000 UTC,AnD AI,10f04a0b-ce90-4a13-8e78-d68a9e6d759c,Me e metido muchas vez haber si tengo posibilidad me sale si si ve que estoy en california y no sale nada,Inbound,2025-04-02,True,True,3,6,TSI-WN-001
2025-04-07 16:33:37.000000 UTC,AnD AI,10f04a0b-ce90-4a13-8e78-d68a9e6d759c,Estoy en california la aplicación me dice que no lo tengo doordas disponible,Inbound,2025-04-02,True,True,4,6,TSI-WN-001
2025-04-07 16:33:37.000000 UTC,AnD AI,10f04a0b-ce90-4a13-8e78-d68a9e6d759c,"Entiendo, Osyulimar. Asegúrate de que los servicios de ubicación estén activados para la app Dasher. Si estás en un iPhone, ve a Configuración > Privacidad > Servicios de ubicación y asegúrate de que estén activados para Dasher. En Android, ve a Configuración > Ubicación y verifica que esté activado. También, intenta cerrar la app y reiniciar tu teléfono. Si el problema persiste, puedo ayudarte a contactar al soporte técnico. ¿Te gustaría que te guíe en ese proceso?",Outbound,2025-04-02,True,True,5,6,TSI-WN-001
2025-04-07 16:33:37.000000 UTC,AnD AI,10f04a0b-ce90-4a13-8e78-d68a9e6d759c,"Entiendo, a veces la aplicación muestra que no hay disponibilidad si estás en una zona gris. Te recomendaría moverte a una zona roja o rosa en el mapa, donde hay más demanda. ¿Has intentado esto? También, verifica durante horas pico como almuerzo o cena para ver si aparece ""Dash Now"". ¿Ves alguna zona roja cerca?",Outbound,2025-04-02,True,True,6,6,TSI-WN-001
2025-04-17 16:42:18.000000 UTC,AnD AI,125da56b-3e7d-49da-a441-2cd7023ae0c2,"Hi Daniel, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Outbound,2025-04-10,True,,1,3,TSI-WN-001
2025-04-17 16:42:18.000000 UTC,AnD AI,125da56b-3e7d-49da-a441-2cd7023ae0c2,Hi Daniel! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,Outbound,2025-04-10,True,,2,3,TSI-WN-001
2025-04-17 16:42:18.000000 UTC,AnD AI,125da56b-3e7d-49da-a441-2cd7023ae0c2,"Hey Daniel, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-04-10,True,,3,3,TSI-WN-001
2025-02-20 17:27:35.000000 UTC,AnD AI,126fafc2-6f72-446f-97ea-00b7a5f22e20,"Peak times 
11am to 2pm 
5pm to 9pm",Outbound,2025-02-12,False,,1,3,TSI-WN-001
2025-02-20 17:27:35.000000 UTC,AnD AI,126fafc2-6f72-446f-97ea-00b7a5f22e20,"Hey Casiolean, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-02-12,False,,2,3,TSI-WN-001
2025-02-20 17:27:35.000000 UTC,AnD AI,126fafc2-6f72-446f-97ea-00b7a5f22e20,"Hey! This is Maria from DoorDash. CONGRATS and welcome to the family!  You're all set and GOOD TO GO  - check your Dasher app! When are you planning to knock out your first delivery?  - If you've got a couple of minutes, check out these helpful videos:
1. New Dasher Roadmap:--:https://vimeo.com/463553500 —
2. How to Dash Now / Schedule Video:--https://vimeo.com/450246471
Feel free to text me if you need anything at all! I'm here to help! 
.",Outbound,2025-02-12,False,,3,3,TSI-WN-001
2025-05-28 16:24:52.000000 UTC,AnD AI,1321be6b-2702-4af1-9723-1ffcd360cf19,"Hey Ted, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-05-23,True,True,1,3,TSI-WN-001
2025-05-28 16:24:52.000000 UTC,AnD AI,1321be6b-2702-4af1-9723-1ffcd360cf19,"I totally get it! The great thing about DoorDash is you can dash whenever works for you, even if it's just 30-45 minutes between other things. When do you think you might have a window to give it a try?",Outbound,2025-05-23,True,True,2,3,TSI-WN-001
2025-05-28 16:24:52.000000 UTC,AnD AI,1321be6b-2702-4af1-9723-1ffcd360cf19,"Just been busy, I'll get to it.",Inbound,2025-05-23,True,True,3,3,TSI-WN-001
2025-03-17 16:33:07.000000 UTC,AnD AI,132eb308-c777-4b09-a92b-3a69b493e36a,"Hey Ananiya, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-03-08,False,,1,3,TSI-WN-001
2025-03-17 16:33:07.000000 UTC,AnD AI,132eb308-c777-4b09-a92b-3a69b493e36a,Hi Ananiya! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,Outbound,2025-03-08,False,,2,3,TSI-WN-001
2025-03-17 16:33:07.000000 UTC,AnD AI,132eb308-c777-4b09-a92b-3a69b493e36a,"Hi Ananiya, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Outbound,2025-03-08,False,,3,3,TSI-WN-001
2025-06-03 16:43:24.000000 UTC,AnD AI,138081e8-a843-4502-95f0-51cd342bae78,"I totally get it, Anthony. While you're waiting, maybe you could borrow a car from a friend or family member to get a head start? I know a Dasher who did that and it worked out great for them. Let me know if you want to give it a try!",Outbound,2025-05-29,True,,1,3,TSI-WN-001
2025-06-03 16:43:24.000000 UTC,AnD AI,138081e8-a843-4502-95f0-51cd342bae78,My car broke down and had been in the shop since I signed up but once I get it back I'll be dashing no problem,Inbound,2025-05-29,True,,2,3,TSI-WN-001
2025-06-03 16:43:24.000000 UTC,AnD AI,138081e8-a843-4502-95f0-51cd342bae78,"Hey Anthony, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-05-29,True,,3,3,TSI-WN-001
2025-05-28 18:25:38.000000 UTC,AnD AI,13d4c78d-a80a-4e1d-b24d-71e27f30c680,"Hey Cyrena, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-05-21,True,,1,3,TSI-WN-001
2025-05-28 18:25:38.000000 UTC,AnD AI,13d4c78d-a80a-4e1d-b24d-71e27f30c680,"Good evening, I wanted to try but I wasn't really sure where to start. So I hope to try on the weekend",Inbound,2025-05-21,True,,2,3,TSI-WN-001
2025-05-28 18:25:38.000000 UTC,AnD AI,13d4c78d-a80a-4e1d-b24d-71e27f30c680,"No worries, Cyrena! It's great that you're planning to get back into it. Weekends are perfect for dashing, especially during lunch and dinner times when it's busiest. Do you want to schedule a time to start this weekend?",Outbound,2025-05-21,True,,3,3,TSI-WN-001
2025-04-01 16:33:56.000000 UTC,AnD AI,13f2cbb5-5adb-48f0-b519-18a7392f47e7,I need a more reliable car.,Inbound,2025-03-27,True,,1,3,TSI-WN-001
2025-04-01 16:33:56.000000 UTC,AnD AI,13f2cbb5-5adb-48f0-b519-18a7392f47e7,oh got it! when do you think you'd be able to get that squared away? .,Outbound,2025-03-27,True,,2,3,TSI-WN-001
2025-04-01 16:33:56.000000 UTC,AnD AI,13f2cbb5-5adb-48f0-b519-18a7392f47e7,"Hey Whitney, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-03-27,True,,3,3,TSI-WN-001
2025-05-28 18:25:38.000000 UTC,AnD AI,16bc7671-2be9-4488-9d8d-46cbe2232dda,"Perfect! If you start now, you'll already be familiar with the app by the time your kit arrives. What day were you thinking of giving it a try?",Outbound,2025-05-21,True,,1,9,TSI-WN-001
2025-05-28 18:25:38.000000 UTC,AnD AI,16bc7671-2be9-4488-9d8d-46cbe2232dda,I want the red card first,Inbound,2025-05-21,True,,2,9,TSI-WN-001
2025-05-28 18:25:38.000000 UTC,AnD AI,16bc7671-2be9-4488-9d8d-46cbe2232dda,Don't know yet,Inbound,2025-05-21,True,,3,9,TSI-WN-001
2025-05-28 18:25:38.000000 UTC,AnD AI,16bc7671-2be9-4488-9d8d-46cbe2232dda,Tomorrow,Inbound,2025-05-21,True,,4,9,TSI-WN-001
2025-05-28 18:25:38.000000 UTC,AnD AI,16bc7671-2be9-4488-9d8d-46cbe2232dda,"Hey Eileen, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-05-21,True,,5,9,TSI-WN-001
2025-05-28 18:25:38.000000 UTC,AnD AI,16bc7671-2be9-4488-9d8d-46cbe2232dda,"You actually don't need the hot bag/red card to start; you're 100% ready to go! Most orders don't require it, and it's typically mailed out after you begin dashing. Want to try logging on to see what orders are available in your area?",Outbound,2025-05-21,True,,6,9,TSI-WN-001
2025-05-28 18:25:38.000000 UTC,AnD AI,16bc7671-2be9-4488-9d8d-46cbe2232dda,Soon,Inbound,2025-05-21,True,,7,9,TSI-WN-001
2025-05-28 18:25:38.000000 UTC,AnD AI,16bc7671-2be9-4488-9d8d-46cbe2232dda,Awesome! Tomorrow's a great day to get back out there. What time were you planning to start?,Outbound,2025-05-21,True,,8,9,TSI-WN-001
2025-05-28 18:25:38.000000 UTC,AnD AI,16bc7671-2be9-4488-9d8d-46cbe2232dda,"Since you're not sure yet, maybe try a quick dash during lunch or dinner tomorrow. Which one sounds better to you?",Outbound,2025-05-21,True,,9,9,TSI-WN-001
2025-04-24 18:45:15.000000 UTC,AnD AI,1761ca87-a1ac-474e-ab75-9b5282b32552,"Hi Rolando, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Outbound,2025-04-17,True,,1,3,TSI-WN-001
2025-04-24 18:45:15.000000 UTC,AnD AI,1761ca87-a1ac-474e-ab75-9b5282b32552,Hi Rolando! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,Outbound,2025-04-17,True,,2,3,TSI-WN-001
2025-04-24 18:45:15.000000 UTC,AnD AI,1761ca87-a1ac-474e-ab75-9b5282b32552,"Hey Rolando, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-04-17,True,,3,3,TSI-WN-001
2025-04-14 16:41:23.000000 UTC,AnD AI,17a12929-cc7e-4513-b1c9-68931fa83345,"I totally understand, family comes first. The great thing about DoorDash is that you can dash whenever it fits into your schedule, even if it's just for a short time. Do you think you might have a little time this week to give it a try and see how it works for you?",Outbound,2025-04-06,False,True,1,3,TSI-WN-001
2025-04-14 16:41:23.000000 UTC,AnD AI,17a12929-cc7e-4513-b1c9-68931fa83345,"Hey Jalen, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-04-06,False,True,2,3,TSI-WN-001
2025-04-14 16:41:23.000000 UTC,AnD AI,17a12929-cc7e-4513-b1c9-68931fa83345,I just been having a lot going on in my family,Inbound,2025-04-06,False,True,3,3,TSI-WN-001
2025-05-27 16:29:11.000000 UTC,AnD AI,1c1c8928-d7c6-4082-99b1-3ead22459248,"Hi Mark, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Outbound,2025-05-22,True,,1,3,TSI-WN-001
2025-05-27 16:29:11.000000 UTC,AnD AI,1c1c8928-d7c6-4082-99b1-3ead22459248,Stop,Inbound,2025-05-22,True,,2,3,TSI-WN-001
2025-05-27 16:29:11.000000 UTC,AnD AI,1c1c8928-d7c6-4082-99b1-3ead22459248,"Hey Mark, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-05-22,True,,3,3,TSI-WN-001
2025-01-17 17:28:57.000000 UTC,AnD AI,21edbe90-00f4-48c2-8fef-19525b71b2b2,"Hi Rachelle, you're all set to start delivering with DoorDash. Open the app and start earning today! Reply 'STOP' to opt out",Outbound,2025-01-10,True,,1,3,TSI-WN-001
2025-01-17 17:28:57.000000 UTC,AnD AI,21edbe90-00f4-48c2-8fef-19525b71b2b2,"Hi Rachelle, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Outbound,2025-01-10,True,,2,3,TSI-WN-001
2025-01-17 17:28:57.000000 UTC,AnD AI,21edbe90-00f4-48c2-8fef-19525b71b2b2,"Hey Rachelle, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-01-10,True,,3,3,TSI-WN-001
2025-02-20 19:23:46.000000 UTC,AnD AI,22ccc1df-a7fb-4a7a-ad3f-cb509dcd79f2,"Hi Reko, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Outbound,2025-02-10,False,,1,3,TSI-WN-001
2025-02-20 19:23:46.000000 UTC,AnD AI,22ccc1df-a7fb-4a7a-ad3f-cb509dcd79f2,"Hey Reko, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Outbound,2025-02-10,False,,2,3,TSI-WN-001
2025-02-20 19:23:46.000000 UTC,AnD AI,22ccc1df-a7fb-4a7a-ad3f-cb509dcd79f2,"Hi Reko, you're all set to start delivering with DoorDash. Open the app and start earning today! Reply 'STOP' to opt out",Outbound,2025-02-10,False,,3,3,TSI-WN-001
2025-05-20 16:23:21.000000 UTC,AnD AI,24fc3aa3-8b60-4f06-978f-72c408d5f28e,That's awesome! Many Dashers in your shoes took the plunge and never looked back. How about trying your first dash during the lunch rush today?,Outbound,2025-05-13,True,,1,4,TSI-WN-001
