min_timestamp,tag_grouping,opportunity_uuid,message,direction,application_date_c,bgc_conversion_7d,full_conversion,task_row_count,total_task_count,bucket_production
2025-02-10 17:36:04.000000 UTC,UpF,00ae62c9-3f92-447f-87b4-4cd3dd3ed2b6,It didn't work,Inbound,2025-02-05,,,6,21,OBJ-GJ-001
2025-02-10 17:36:04.000000 UTC,UpF,00ae62c9-3f92-447f-87b4-4cd3dd3ed2b6,It didn't work,Inbound,2025-02-05,,,7,21,OBJ-GJ-001
2025-02-10 17:36:04.000000 UTC,UpF,00ae62c9-3f92-447f-87b4-4cd3dd3ed2b6,I tried both,Inbound,2025-02-05,,,10,21,UNCLASSIFIED
2025-02-10 17:36:04.000000 UTC,UpF,00ae62c9-3f92-447f-87b4-4cd3dd3ed2b6,Iphone,Inbound,2025-02-05,,,16,21,UNCLASSIFIED
2025-02-10 17:36:04.000000 UTC,UpF,00ae62c9-3f92-447f-87b4-4cd3dd3ed2b6,It didn't work,Inbound,2025-02-05,,,17,21,OBJ-GJ-001
2025-02-10 17:36:04.000000 UTC,UpF,00ae62c9-3f92-447f-87b4-4cd3dd3ed2b6,Yes,Inbound,2025-02-05,,,20,21,UNCLASSIFIED
2025-01-09 17:24:24.000000 UTC,UpF,0127df2a-2126-46a5-915c-f3fb4d58f6d2,I'm just waiting to hear back,Inbound,2025-01-01,True,,2,8,UNCLASSIFIED
2025-01-09 17:24:24.000000 UTC,UpF,0127df2a-2126-46a5-915c-f3fb4d58f6d2,I'm ready t9 finish the application,Inbound,2025-01-01,True,,4,8,UNCLASSIFIED
2025-01-09 17:24:24.000000 UTC,UpF,0127df2a-2126-46a5-915c-f3fb4d58f6d2,I'm ready to doordash,Inbound,2025-01-01,True,,5,8,OBJ-NO-003
2025-01-06 17:29:05.000000 UTC,UpF,01887753-74c5-4e92-bbca-c5909bf6ad2b,Yeah I have a copy of my license but not hard copy so can't take pic like app asks,Inbound,2025-01-02,,,3,7,OBJ-DL-001
2025-01-06 17:29:05.000000 UTC,UpF,01887753-74c5-4e92-bbca-c5909bf6ad2b,Got license today now what,Inbound,2025-01-02,,,4,7,OBJ-DL-001
2025-01-21 17:38:53.000000 UTC,UpF,01a7ae2e-f5ac-48c0-a491-a5abb2386d6d,nothing,Inbound,2025-01-15,True,True,1,7,UNCLASSIFIED
2025-01-21 17:38:53.000000 UTC,UpF,01a7ae2e-f5ac-48c0-a491-a5abb2386d6d,No,Inbound,2025-01-15,True,True,4,7,UNCLASSIFIED
2025-01-21 17:38:53.000000 UTC,UpF,01a7ae2e-f5ac-48c0-a491-a5abb2386d6d,I'll finish it,Inbound,2025-01-15,True,True,5,7,UNCLASSIFIED
2025-01-28 17:31:46.000000 UTC,UpF,01b3a6f7-7f1b-48fd-8053-f69e9e044906,how long does this take? it's been almost a week,Inbound,2025-01-24,True,True,1,20,UNCLASSIFIED
2025-01-28 17:31:46.000000 UTC,UpF,01b3a6f7-7f1b-48fd-8053-f69e9e044906,I'm just waiting for my identity to be verified,Inbound,2025-01-24,True,True,2,20,OBJ-DL-001
2025-01-28 17:31:46.000000 UTC,UpF,01b3a6f7-7f1b-48fd-8053-f69e9e044906,"i've tried looking at the app multiple times today and it still shows the same ""we're verifying your identity"" page",Inbound,2025-01-24,True,True,4,20,OBJ-BS-001
2025-01-28 17:31:46.000000 UTC,UpF,01b3a6f7-7f1b-48fd-8053-f69e9e044906,when will I be receiving that?,Inbound,2025-01-24,True,True,7,20,OBJ-SC-001
2025-01-28 17:31:46.000000 UTC,UpF,01b3a6f7-7f1b-48fd-8053-f69e9e044906,nothing was ever sent to me in my email and the app still says the same thing about verification,Inbound,2025-01-24,True,True,9,20,OBJ-SC-001
2025-01-28 17:31:46.000000 UTC,UpF,01b3a6f7-7f1b-48fd-8053-f69e9e044906,"I submitted it this weekend, how long does it take?",Inbound,2025-01-24,True,True,13,20,UNCLASSIFIED
2025-01-28 17:31:46.000000 UTC,UpF,01b3a6f7-7f1b-48fd-8053-f69e9e044906,okay thanks,Inbound,2025-01-24,True,True,18,20,UNCLASSIFIED
2025-01-28 17:31:46.000000 UTC,UpF,01b3a6f7-7f1b-48fd-8053-f69e9e044906,im just confused by it saying 48 hours when its been days,Inbound,2025-01-24,True,True,19,20,UNCLASSIFIED
2025-01-13 17:30:25.000000 UTC,UpF,01ba03fc-4bf2-42ef-b93a-cb306697f87c,I don't have an ID,Inbound,2025-01-08,True,False,3,3,OBJ-DL-001
2025-05-09 16:28:02.000000 UTC,UpF,01bd567a-acea-494c-ac58-389166a7c330,I'm waiting on my id to come in the mail,Inbound,2025-04-29,,,3,3,OBJ-DL-001
2025-04-18 16:40:29.000000 UTC,UpF,022cf740-cb1c-46ee-849a-11a252bbcf59,or what is it that i'm missing?,Inbound,2025-04-14,True,True,1,6,UNCLASSIFIED
2025-04-18 16:40:29.000000 UTC,UpF,022cf740-cb1c-46ee-849a-11a252bbcf59,did i finish the application completely?,Inbound,2025-04-14,True,True,4,6,OBJ-DL-001
2025-03-17 16:38:23.000000 UTC,UpF,027ada29-5109-4aef-9158-3181675ec50d,"Removed ‌👍‌ from "" Fields just keep disappearing
I wanna go to a T-Mobile. """,Inbound,2025-03-14,True,False,1,17,UNCLASSIFIED
2025-03-17 16:38:23.000000 UTC,UpF,027ada29-5109-4aef-9158-3181675ec50d,It's not recognizing my state or my driver's license number,Inbound,2025-03-14,True,False,4,17,OBJ-CP-001
2025-03-17 16:38:23.000000 UTC,UpF,027ada29-5109-4aef-9158-3181675ec50d,Not yet,Inbound,2025-03-14,True,False,5,17,UNCLASSIFIED
2025-03-17 16:38:23.000000 UTC,UpF,027ada29-5109-4aef-9158-3181675ec50d,Going to take my phone to T mobile store,Inbound,2025-03-14,True,False,7,17,UNCLASSIFIED
2025-03-17 16:38:23.000000 UTC,UpF,027ada29-5109-4aef-9158-3181675ec50d,"Yes, I did",Inbound,2025-03-14,True,False,8,17,OBJ-DL-001
2025-03-17 16:38:23.000000 UTC,UpF,027ada29-5109-4aef-9158-3181675ec50d,Okay 👍,Inbound,2025-03-14,True,False,9,17,UNCLASSIFIED
2025-03-17 16:38:23.000000 UTC,UpF,027ada29-5109-4aef-9158-3181675ec50d,The fields I fill out keep disappearing,Inbound,2025-03-14,True,False,12,17,OBJ-SC-001
2025-03-17 16:38:23.000000 UTC,UpF,027ada29-5109-4aef-9158-3181675ec50d,Yes 👍,Inbound,2025-03-14,True,False,13,17,UNCLASSIFIED
2025-03-17 16:38:23.000000 UTC,UpF,027ada29-5109-4aef-9158-3181675ec50d,"Fields just keep disappearing
I wanna go to a T-Mobile.",Inbound,2025-03-14,True,False,14,17,UNCLASSIFIED
2025-03-17 16:38:23.000000 UTC,UpF,027ada29-5109-4aef-9158-3181675ec50d,"The fields I fill out, keep disappearing. When I put my birthdate in 02-09-1954
It says i'm not over eighteen",Inbound,2025-03-14,True,False,15,17,OBJ-SC-001
2025-03-17 16:38:23.000000 UTC,UpF,027ada29-5109-4aef-9158-3181675ec50d,"👍 to "" Fields just keep disappearing
I wanna go to a T-Mobile. """,Inbound,2025-03-14,True,False,17,17,UNCLASSIFIED
2025-01-21 17:36:11.000000 UTC,UpF,02ac9a6f-17c9-4d4d-887c-a501c954fcaf,"It keeps saying that I need to wait for verification of my identity. But with the endless emails about me completing my application and then me logging in every time just to be told to wait, not gonna lie, that's lame. So I went with uber instead.",Inbound,2025-01-18,,,4,5,OBJ-BS-001
2025-01-07 17:36:42.000000 UTC,UpF,02ad9240-1a1c-4c6e-a8b4-73f5db34d592,With wi-fi,Inbound,2025-01-02,,,4,14,UNCLASSIFIED
2025-01-07 17:36:42.000000 UTC,UpF,02ad9240-1a1c-4c6e-a8b4-73f5db34d592,iphone,Inbound,2025-01-02,,,6,14,UNCLASSIFIED
2025-01-07 17:36:42.000000 UTC,UpF,02ad9240-1a1c-4c6e-a8b4-73f5db34d592,It's having problems verifying my identity for some reason,Inbound,2025-01-02,,,8,14,OBJ-DL-001
2025-01-07 17:36:42.000000 UTC,UpF,02ad9240-1a1c-4c6e-a8b4-73f5db34d592,oh okay,Inbound,2025-01-02,,,9,14,UNCLASSIFIED
2025-01-07 17:36:42.000000 UTC,UpF,02ad9240-1a1c-4c6e-a8b4-73f5db34d592,do i need to keep the app open while it verifies my identity? it's still taking a while,Inbound,2025-01-02,,,10,14,OBJ-DL-001
2025-01-07 17:36:42.000000 UTC,UpF,02ad9240-1a1c-4c6e-a8b4-73f5db34d592,okay,Inbound,2025-01-02,,,12,14,UNCLASSIFIED
2025-03-21 17:06:58.000000 UTC,UpF,02d0a751-24c4-4900-b72e-5362df5b27e1,My background still hasn't came back yet,Inbound,2025-03-17,True,True,2,8,OBJ-SC-001
2025-03-21 17:06:58.000000 UTC,UpF,02d0a751-24c4-4900-b72e-5362df5b27e1,Yes I'm waiting on you guys now,Inbound,2025-03-17,True,True,3,8,UNCLASSIFIED
2025-03-21 17:06:58.000000 UTC,UpF,02d0a751-24c4-4900-b72e-5362df5b27e1,The app is not letting me verify my self,Inbound,2025-03-17,True,True,5,8,TSI-2S-001
2025-01-13 17:30:25.000000 UTC,UpF,02f1b191-2858-4940-ab61-f0336cdfb58f,Hello,Inbound,2025-01-08,,,3,6,UNCLASSIFIED
2025-01-13 17:30:25.000000 UTC,UpF,02f1b191-2858-4940-ab61-f0336cdfb58f,I can do the id verification to prove it's me,Inbound,2025-01-08,,,5,6,OBJ-DL-001
2025-01-13 17:30:25.000000 UTC,UpF,02f1b191-2858-4940-ab61-f0336cdfb58f,I did have a DoorDash with another email but it was a friends email until I fixed mine it ended up suspending my account the other day though,Inbound,2025-01-08,,,6,6,OBJ-NO-003
2025-02-07 17:31:09.000000 UTC,UpF,02fb29de-d07e-4357-8a1e-ae9ec813d495,Pueden llamarme y ayudarme,Inbound,2025-02-04,,,1,3,UNCLASSIFIED
2025-02-03 17:42:37.000000 UTC,UpF,042a411d-7ba7-41aa-a05e-c704a48507c4,I thought I finished it.  I was just waiting for them to get back to me.,Inbound,2025-01-31,True,,2,3,UNCLASSIFIED
2025-01-16 20:25:58.000000 UTC,UpF,043cf949-5fa0-4c20-9d36-c6050e4d0acd,I can't get my profile picture captured.,Inbound,2025-01-13,,,1,4,UNCLASSIFIED
2025-01-16 20:25:58.000000 UTC,UpF,043cf949-5fa0-4c20-9d36-c6050e4d0acd,Yes,Inbound,2025-01-13,,,3,4,UNCLASSIFIED
2025-02-28 17:30:09.000000 UTC,UpF,04693cae-7eb2-4b62-ba01-39d69f1a7273,yea iam not 18,Inbound,2025-02-23,,,1,3,UNCLASSIFIED
2025-03-25 16:33:37.000000 UTC,UpF,04a8540a-f5d2-4bed-bc24-3bd30bac5e32,I was having a problem with allowing door dash access to my camera so I can upload my drivers license.,Inbound,2025-03-22,,,2,7,OBJ-NO-003
2025-03-25 16:33:37.000000 UTC,UpF,04a8540a-f5d2-4bed-bc24-3bd30bac5e32,,Inbound,2025-03-22,,,3,7,UNCLASSIFIED
2025-02-13 19:23:12.000000 UTC,UpF,04dcc44b-3918-4b74-878d-842374ff334b,"Yes, I did",Inbound,2025-02-10,True,True,8,11,OBJ-DL-001
2025-02-13 19:23:12.000000 UTC,UpF,04dcc44b-3918-4b74-878d-842374ff334b,Hello,Inbound,2025-02-10,True,True,10,11,UNCLASSIFIED
2025-02-13 19:23:12.000000 UTC,UpF,04dcc44b-3918-4b74-878d-842374ff334b,Tomorrow,Inbound,2025-02-10,True,True,11,11,UNCLASSIFIED
2025-02-25 17:24:40.000000 UTC,UpF,04eba03e-a48f-4c18-810e-3a69aa1118a3,Unfortunately I can't last night. But I'll try do some tonight.,Inbound,2025-02-20,True,True,1,16,UNCLASSIFIED
2025-02-25 17:24:40.000000 UTC,UpF,04eba03e-a48f-4c18-810e-3a69aa1118a3,"Hello! 

I just went to American Deli and they canceled on my client's order. I have no idea what to do. So I unassigned myself to report the issue. How can I do this without affecting my completion %",Inbound,2025-02-20,True,True,2,16,OBJ-DL-001
2025-02-25 17:24:40.000000 UTC,UpF,04eba03e-a48f-4c18-810e-3a69aa1118a3,Yes I was able to do both! Thank you for your help!,Inbound,2025-02-20,True,True,5,16,UNCLASSIFIED
2025-02-25 17:24:40.000000 UTC,UpF,04eba03e-a48f-4c18-810e-3a69aa1118a3,I've been waiting to hear from DoorDash,Inbound,2025-02-20,True,True,9,16,OBJ-NO-003
2025-02-25 17:24:40.000000 UTC,UpF,04eba03e-a48f-4c18-810e-3a69aa1118a3,,Inbound,2025-02-20,True,True,14,16,UNCLASSIFIED
2025-02-25 17:24:40.000000 UTC,UpF,04eba03e-a48f-4c18-810e-3a69aa1118a3,"Oh yes! I am planning to do it this weekend. I work during the week and it's have been so busy. 

I apologize for not replying back much sooner.",Inbound,2025-02-20,True,True,15,16,OBJ-BS-001
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,No. It's not do you want a picture of what I see,Inbound,2025-01-06,,,1,25,UNCLASSIFIED
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,Yes there is something holding it back I'm still waiting on the identity verification,Inbound,2025-01-06,,,2,25,OBJ-DL-001
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,I even called and they basically said they can't do nothing,Inbound,2025-01-06,,,5,25,OBJ-DL-001
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,I tried but it didn't work,Inbound,2025-01-06,,,6,25,OBJ-GJ-001
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,Just waiting for the identity verification,Inbound,2025-01-06,,,10,25,OBJ-DL-001
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,I've done all of that it's been like 72 hours or more now. All I want to do is be able to work,Inbound,2025-01-06,,,12,25,OBJ-GJ-001
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,Hours,Inbound,2025-01-06,,,13,25,UNCLASSIFIED
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,Yes correct but it's still saying 24-48,Inbound,2025-01-06,,,15,25,OBJ-SC-001
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,That makes no sense because it's been more them 48 hours,Inbound,2025-01-06,,,16,25,UNCLASSIFIED
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,What should I do it's still not working it's still showing the identity verification,Inbound,2025-01-06,,,17,25,OBJ-GJ-001
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,It still says 24-48 hours,Inbound,2025-01-06,,,18,25,OBJ-SC-001
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,I am calling them right now,Inbound,2025-01-06,,,19,25,UNCLASSIFIED
2025-01-09 17:24:24.000000 UTC,UpF,04fcc46f-176a-4f96-8c59-d15b36e275af,Yes it still says 24-48 hours and it's been more that now.,Inbound,2025-01-06,,,21,25,OBJ-SC-001
2025-01-29 17:34:22.000000 UTC,UpF,05471a7a-547c-436d-a72b-5d027c635f2a,"Liked ""Got it. If you login again and stay on the 24-48 v...""",Inbound,2025-01-26,True,True,2,16,TSI-LI-001
2025-01-29 17:34:22.000000 UTC,UpF,05471a7a-547c-436d-a72b-5d027c635f2a,Yes I did. Still waiting on an email from DoorDash to verify my identity,Inbound,2025-01-26,True,True,6,16,OBJ-NO-003
2025-01-29 17:34:22.000000 UTC,UpF,05471a7a-547c-436d-a72b-5d027c635f2a,Only thing is I live in Tennessee but still have a Florida drivers license,Inbound,2025-01-26,True,True,9,16,OBJ-CP-001
2025-01-29 17:34:22.000000 UTC,UpF,05471a7a-547c-436d-a72b-5d027c635f2a,"Liked ""Not a problem, you can still use a DL from another...""",Inbound,2025-01-26,True,True,10,16,OBJ-SC-001
2025-01-29 17:34:22.000000 UTC,UpF,05471a7a-547c-436d-a72b-5d027c635f2a,O nice yup I'm 30. Should have some free time later on today,Inbound,2025-01-26,True,True,12,16,OBJ-BS-001
2025-01-29 17:34:22.000000 UTC,UpF,05471a7a-547c-436d-a72b-5d027c635f2a,Hey yes I did and I am in the system. Doing my first run tomorrow afternoon/evening,Inbound,2025-01-26,True,True,16,16,OBJ-DL-001
2025-03-04 17:39:21.000000 UTC,UpF,058e017c-a1a4-4278-902d-07b4d3648325,Hi Alex. I finished the application,Inbound,2025-03-01,True,True,2,4,UNCLASSIFIED
2025-02-28 17:30:09.000000 UTC,UpF,07028b4c-57b5-4df7-b6bc-76e23f4559cd,Thanks!,Inbound,2025-02-23,,,1,4,UNCLASSIFIED
2025-02-28 17:30:09.000000 UTC,UpF,07028b4c-57b5-4df7-b6bc-76e23f4559cd,I have decided not to apply. Thank you please cancel the request,Inbound,2025-02-23,,,4,4,OBJ-DL-001
2025-02-11 17:34:18.000000 UTC,UpF,0793204b-19e4-449c-8768-2c2eac313388,ok im in now thanks for the assistance,Inbound,2025-02-08,True,True,1,15,UNCLASSIFIED
2025-02-11 17:34:18.000000 UTC,UpF,0793204b-19e4-449c-8768-2c2eac313388,im getting an order at wingstop since im nearby,Inbound,2025-02-08,True,True,3,15,UNCLASSIFIED
2025-02-11 17:34:18.000000 UTC,UpF,0793204b-19e4-449c-8768-2c2eac313388,im ready to become a dasher !,Inbound,2025-02-08,True,True,10,15,OBJ-NO-003
2025-02-11 17:34:18.000000 UTC,UpF,0793204b-19e4-449c-8768-2c2eac313388,i already finished the background check im in the dasher app now,Inbound,2025-02-08,True,True,11,15,OBJ-NO-003
2025-02-11 17:34:18.000000 UTC,UpF,0793204b-19e4-449c-8768-2c2eac313388,thanks for the help,Inbound,2025-02-08,True,True,13,15,UNCLASSIFIED
2025-02-11 17:34:18.000000 UTC,UpF,0793204b-19e4-449c-8768-2c2eac313388,ok gotchu ima try it soon,Inbound,2025-02-08,True,True,14,15,UNCLASSIFIED
2025-02-11 17:34:18.000000 UTC,UpF,0793204b-19e4-449c-8768-2c2eac313388,I was stuck onna white screen after submitting my drivers license on the app,Inbound,2025-02-08,True,True,15,15,OBJ-CP-001
2025-04-03 16:32:14.000000 UTC,UpF,07b5e0b3-7588-47f7-a4ef-17f8ee71aa12,I was like this,Inbound,2025-03-31,True,True,1,22,UNCLASSIFIED
2025-04-03 16:32:14.000000 UTC,UpF,07b5e0b3-7588-47f7-a4ef-17f8ee71aa12,But I don't have a car,Inbound,2025-03-31,True,True,2,22,OBJ-CP-001
2025-04-03 16:32:14.000000 UTC,UpF,07b5e0b3-7588-47f7-a4ef-17f8ee71aa12,Okay,Inbound,2025-03-31,True,True,4,22,UNCLASSIFIED
2025-04-03 16:32:14.000000 UTC,UpF,07b5e0b3-7588-47f7-a4ef-17f8ee71aa12,Okay,Inbound,2025-03-31,True,True,5,22,UNCLASSIFIED
2025-04-03 16:32:14.000000 UTC,UpF,07b5e0b3-7588-47f7-a4ef-17f8ee71aa12,I can't do it today but hopefully tomorrow,Inbound,2025-03-31,True,True,11,22,UNCLASSIFIED
2025-04-03 16:32:14.000000 UTC,UpF,07b5e0b3-7588-47f7-a4ef-17f8ee71aa12,I aredy did it,Inbound,2025-03-31,True,True,12,22,OBJ-DL-001
2025-04-03 16:32:14.000000 UTC,UpF,07b5e0b3-7588-47f7-a4ef-17f8ee71aa12,I probably do I check,Inbound,2025-03-31,True,True,16,22,TSI-BC-001
2025-04-03 16:32:14.000000 UTC,UpF,07b5e0b3-7588-47f7-a4ef-17f8ee71aa12,The thing it's I don't have a car,Inbound,2025-03-31,True,True,18,22,OBJ-CP-001
2025-04-03 16:32:14.000000 UTC,UpF,07b5e0b3-7588-47f7-a4ef-17f8ee71aa12,Hello,Inbound,2025-03-31,True,True,20,22,UNCLASSIFIED
2025-02-06 18:02:49.000000 UTC,UpF,0818277f-25a5-44a4-990a-b3abf0813c31,As soon as possible,Inbound,2025-02-03,True,,1,10,UNCLASSIFIED
2025-02-06 18:02:49.000000 UTC,UpF,0818277f-25a5-44a4-990a-b3abf0813c31,DoorDash said my process should take 24-48 hours to process,Inbound,2025-02-03,True,,3,10,OBJ-NO-003
2025-02-06 18:02:49.000000 UTC,UpF,0818277f-25a5-44a4-990a-b3abf0813c31,Hi! I believe I have an old account door dashing I had signed into with my email. It said still pending background check months later so I started this new one. Sorry I haven't had time to upload my new drivers license to the new account which I will upload right now,Inbound,2025-02-03,True,,4,10,OBJ-NO-003
2025-02-06 18:02:49.000000 UTC,UpF,0818277f-25a5-44a4-990a-b3abf0813c31,Thank you,Inbound,2025-02-03,True,,6,10,UNCLASSIFIED
2025-02-06 18:02:49.000000 UTC,UpF,0818277f-25a5-44a4-990a-b3abf0813c31,I turned the background check in!,Inbound,2025-02-03,True,,7,10,TSI-BC-001
2025-02-06 18:02:49.000000 UTC,UpF,0818277f-25a5-44a4-990a-b3abf0813c31,"Hello, my review status was rejected. I told them I for a new number and email and license and I wasn't able to go into the old account and change anything bc it's still waiting for a background check months later! I've had this new number for over 4 months now and the old number to that account is no longer in my position. The number for the old account ends im 7824. I also had a South Dakota license. My current number ends in 9630 and I now have a North Dakota drivers license",Inbound,2025-02-03,True,,9,10,OBJ-CP-001
2025-02-06 17:56:48.000000 UTC,UpF,08716d6c-c4aa-493c-bc4a-baef0164e449,Send me a new phone with iOS 17...,Inbound,2025-02-03,,,1,7,UNCLASSIFIED
2025-02-06 17:56:48.000000 UTC,UpF,08716d6c-c4aa-493c-bc4a-baef0164e449,"I'm out, but thanks anyway.",Inbound,2025-02-03,,,5,7,UNCLASSIFIED
2025-05-30 16:26:21.000000 UTC,UpF,08b954eb-33fd-43e8-9ef7-26d44b796662,It just takes me to a black screen,Inbound,2025-05-26,,,4,11,TSI-WS-001
2025-05-30 16:26:21.000000 UTC,UpF,08b954eb-33fd-43e8-9ef7-26d44b796662,No I can,Inbound,2025-05-26,,,6,11,UNCLASSIFIED
2025-05-30 16:26:21.000000 UTC,UpF,08b954eb-33fd-43e8-9ef7-26d44b796662,How do I do that?,Inbound,2025-05-26,,,10,11,UNCLASSIFIED
2025-01-07 17:34:08.000000 UTC,UpF,08de9b30-6b96-405f-ae52-b432d2d06d4a,,Inbound,2025-01-04,,,3,4,UNCLASSIFIED
2025-01-07 17:34:08.000000 UTC,UpF,08de9b30-6b96-405f-ae52-b432d2d06d4a,It has been stuck on this screen after i scan my id,Inbound,2025-01-04,,,4,4,OBJ-DL-001
2025-05-27 16:29:16.000000 UTC,UpF,08ed0047-ca1c-4aae-9994-06404d49a52e,hi alex my doordash account not working,Inbound,2025-05-15,,,1,8,OBJ-NO-003
2025-05-27 16:29:16.000000 UTC,UpF,08ed0047-ca1c-4aae-9994-06404d49a52e,saying my completion not working right now,Inbound,2025-05-15,,,5,8,OBJ-GJ-001
2025-05-27 16:29:16.000000 UTC,UpF,08ed0047-ca1c-4aae-9994-06404d49a52e,i aint sign up im already a dasher it says my account has been deactivated,Inbound,2025-05-15,,,7,8,OBJ-NO-003
2025-05-09 16:33:36.000000 UTC,UpF,0938597d-1d6d-4e69-bed4-c5caf749fbee,I will try that right now,Inbound,2025-04-30,True,,2,15,OBJ-SC-001
2025-05-09 16:33:36.000000 UTC,UpF,0938597d-1d6d-4e69-bed4-c5caf749fbee,Still haven't been able to finish it,Inbound,2025-04-30,True,,5,15,OBJ-SC-001
2025-05-09 16:33:36.000000 UTC,UpF,0938597d-1d6d-4e69-bed4-c5caf749fbee,,Inbound,2025-04-30,True,,6,15,UNCLASSIFIED
2025-05-09 16:33:36.000000 UTC,UpF,0938597d-1d6d-4e69-bed4-c5caf749fbee,No not having any luck with it,Inbound,2025-04-30,True,,11,15,UNCLASSIFIED
2025-05-09 16:33:36.000000 UTC,UpF,0938597d-1d6d-4e69-bed4-c5caf749fbee,Tried that it still doesn't work,Inbound,2025-04-30,True,,14,15,OBJ-GJ-001
2025-05-09 16:33:36.000000 UTC,UpF,0938597d-1d6d-4e69-bed4-c5caf749fbee,Alex i have tried everything and cannot get my camera to take the selfie,Inbound,2025-04-30,True,,15,15,UNCLASSIFIED
2025-05-08 16:32:56.000000 UTC,UpF,098de8f9-ea91-4af2-870f-c4b7539966b6,I thought it was done,Inbound,2025-04-29,,,3,4,UNCLASSIFIED
2025-01-29 17:36:18.000000 UTC,UpF,09be8a12-86d6-4aee-93d0-fabbb4bc0e32,i'm only 17 but i've been driving for about 3 years now,Inbound,2025-01-25,,,1,4,OBJ-CP-001
2025-01-29 17:36:18.000000 UTC,UpF,09be8a12-86d6-4aee-93d0-fabbb4bc0e32,i didn't know you had to be 18,Inbound,2025-01-25,,,3,4,OBJ-DL-001
2025-04-21 16:26:25.000000 UTC,UpF,0a16594b-95f3-4f44-a459-69b5ebd7dc50,STOP,Inbound,2025-04-15,,,2,3,UNCLASSIFIED
2025-01-10 17:21:44.000000 UTC,UpF,0a41ae6e-95d6-44e1-8417-49fcb269c6cf,"Hello, thank you, my account has already been opened.",Inbound,2025-01-06,,,5,5,TSI-BI-001
